timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1672990579214,750,store-94,200,OK,Apple 1-1,text,true,,21388,504,5,5,https://www.apple.com/apple-fitness-plus/,737,0,615
1672990579332,662,store-94,200,OK,Apple 1-2,text,true,,21384,504,5,5,https://www.apple.com/apple-fitness-plus/,639,0,531
1672990579677,317,store-94,200,OK,Apple 1-4,text,true,,21384,504,5,5,https://www.apple.com/apple-fitness-plus/,277,0,180
1672990579495,505,store-94,200,OK,Apple 1-3,text,true,,21388,504,5,5,https://www.apple.com/apple-fitness-plus/,465,0,370
1672990579977,82,store-110,200,OK,Apple 1-1,text,true,,12694,512,5,5,https://www.apple.com/wss/fonts/SF-Pro-Icons/v3/sf-pro-icons_semibold.woff2,81,0,0
1672990579995,77,store-110,200,OK,Apple 1-2,text,true,,12694,512,5,5,https://www.apple.com/wss/fonts/SF-Pro-Icons/v3/sf-pro-icons_semibold.woff2,77,0,0
1672990579995,85,store-110,200,OK,Apple 1-4,text,true,,12694,512,5,5,https://www.apple.com/wss/fonts/SF-Pro-Icons/v3/sf-pro-icons_semibold.woff2,84,0,0
1672990580001,81,store-110,200,OK,Apple 1-3,text,true,,12694,512,5,5,https://www.apple.com/wss/fonts/SF-Pro-Icons/v3/sf-pro-icons_semibold.woff2,81,0,0
1672990579905,592,store-94,200,OK,Apple 1-5,text,true,,21390,504,8,8,https://www.apple.com/apple-fitness-plus/,239,0,157
1672990580498,341,store-110,200,OK,Apple 1-5,text,true,,12694,512,9,9,https://www.apple.com/wss/fonts/SF-Pro-Icons/v3/sf-pro-icons_semibold.woff2,341,0,0
1672990580073,831,store-111,200,OK,Apple 1-2,text,true,,235827,508,10,10,https://www.apple.com/wss/fonts/SF-Pro-Text/v3/sf-pro-text_medium.woff2,80,0,0
1672990580080,1201,store-111,200,OK,Apple 1-4,text,true,,235827,508,10,10,https://www.apple.com/wss/fonts/SF-Pro-Text/v3/sf-pro-text_medium.woff2,87,0,0
1672990580671,616,store-94,200,OK,Apple 1-9,text,true,,21390,504,10,10,https://www.apple.com/apple-fitness-plus/,612,0,236
1672990580841,505,store-111,200,OK,Apple 1-5,text,true,,235827,508,10,10,https://www.apple.com/wss/fonts/SF-Pro-Text/v3/sf-pro-text_medium.woff2,174,0,0
1672990580905,450,store-119,200,OK,Apple 1-2,text,true,,5777,502,10,10,https://www.apple.com/105/media/us/apple-fitness-plus/2022/7c38f0e9-68b9-4ecf-98e9-107922bd585a/anim/customize_hero/customize_hero_numbers.json,450,0,0
1672990581289,76,store-110,200,OK,Apple 1-9,text,true,,12694,512,10,10,https://www.apple.com/wss/fonts/SF-Pro-Icons/v3/sf-pro-icons_semibold.woff2,76,0,0
1672990581283,84,store-119,200,OK,Apple 1-4,text,true,,5777,502,10,10,https://www.apple.com/105/media/us/apple-fitness-plus/2022/7c38f0e9-68b9-4ecf-98e9-107922bd585a/anim/customize_hero/customize_hero_numbers.json,84,0,0
1672990580084,1323,store-94,200,OK,Apple 1-6,text,true,,21390,504,10,10,https://www.apple.com/apple-fitness-plus/,1264,0,751
